As of,Rank,Last_Week_Rank,Title,Type_of_Film,Netflix_Exclusive,Netflix_Release_Date,Days_In_Top_10,Viewership_Score
11/22/21,4,-,Hellbound,TV Show,Yes,19-Nov-21,3,21
11/22/21,5,-,The Queen of Flow,TV Show,Yes,9-Nov-18,5,29
11/22/21,6,9,Arcane,TV Show,Yes,6-Nov-21,5,21
11/22/21,7,-,Maid,TV Show,Yes,1-Oct-21,47,304
11/22/21,8,-,The Princess Switch 3: Roma__,Movie,Yes,18-Nov-21,5,27
11/22/21,9,4,Narcos: Mexico,TV Show,Yes,16-Nov-18,17,106
11/22/21,10,8,Squid Game,TV Show,Yes,17-Sep-21,63,491
11/23/21,1,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,4,35
11/23/21,2,1,Red Notice,Movie,Yes,12-Nov-21,11,108
11/23/21,3,-,Tiger King,TV Show,Yes,20-Mar-20,41,354
11/23/21,4,-,Hellbound,TV Show,Yes,19-Nov-21,4,28
11/23/21,5,-,The Queen of Flow,TV Show,Yes,9-Nov-18,6,35
11/23/21,6,-,Arcane,TV Show,Yes,6-Nov-21,6,26
11/23/21,7,-,Here Comes the Boom,Movie,,20-Nov-21,1,4
11/23/21,8,7,Maid,TV Show,Yes,1-Oct-21,48,307
11/23/21,9,8,Cocomelon,TV Show,,1-Jun-20,385,1345
11/23/21,10,2,Narcos: Mexico,TV Show,Yes,16-Nov-18,18,107
11/24/21,1,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,5,45
11/24/21,2,1,Red Notice,Movie,Yes,12-Nov-21,12,117
11/24/21,3,-,The Queen of Flow,TV Show,Yes,9-Nov-18,7,43
11/24/21,4,-,Tiger King,TV Show,Yes,20-Mar-20,42,361
11/24/21,5,-,Hellbound,TV Show,Yes,19-Nov-21,5,34
11/24/21,6,-,Here Comes the Boom,Movie,,20-Nov-21,2,9
11/24/21,7,8,Cocomelon,TV Show,,1-Jun-20,386,1349
11/24/21,8,6,Maid,TV Show,Yes,1-Oct-21,49,310
11/24/21,9,2,Narcos: Mexico,TV Show,Yes,16-Nov-18,19,109
11/24/21,10,-,Arcane,TV Show,Yes,6-Nov-21,7,27
11/25/21,1,-,True Story,TV Show,Yes,24-Nov-21,1,10
11/25/21,2,-,Bruised,Movie,Yes,24-Nov-21,1,9
11/25/21,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,8,31
11/25/21,4,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,6,52
11/25/21,5,1,Red Notice,Movie,Yes,12-Nov-21,13,123
11/25/21,6,6,The Queen of Flow,TV Show,Yes,9-Nov-18,8,48
11/25/21,7,2,Tiger King,TV Show,Yes,20-Mar-20,43,365
11/25/21,8,-,Hellbound,TV Show,Yes,19-Nov-21,6,37
11/25/21,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,1,2
11/25/21,10,7,Cocomelon,TV Show,,1-Jun-20,387,1350
11/26/21,1,-,True Story,TV Show,Yes,24-Nov-21,2,20
11/26/21,2,-,Bruised,Movie,Yes,24-Nov-21,2,18
11/26/21,3,2,Red Notice,Movie,Yes,12-Nov-21,14,131
11/26/21,4,-,Selling Sunset,TV Show,Yes,22-Mar-19,9,38
11/26/21,5,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,7,58
11/26/21,6,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,2,7
11/26/21,7,4,The Queen of Flow,TV Show,Yes,9-Nov-18,9,52
11/26/21,8,-,Hellbound,TV Show,Yes,19-Nov-21,7,40
11/26/21,9,1,Tiger King,TV Show,Yes,20-Mar-20,44,367
11/26/21,10,10,Squid Game,TV Show,Yes,17-Sep-21,64,492
11/27/21,1,-,True Story,TV Show,Yes,24-Nov-21,3,30
11/27/21,2,-,Bruised,Movie,Yes,24-Nov-21,3,27
11/27/21,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,10,46
11/27/21,4,1,Red Notice,Movie,Yes,12-Nov-21,15,138
11/27/21,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,1,6
11/27/21,6,5,The Queen of Flow,TV Show,Yes,9-Nov-18,10,57
11/27/21,7,3,Cowboy Bebop,TV Show,Yes,19-Nov-21,8,62
11/27/21,8,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,3,10
11/27/21,9,7,The Great British Baking Show,TV Show,,3-Oct-15,24,85
11/27/21,10,-,Squid Game,TV Show,Yes,17-Sep-21,65,493
11/28/21,1,-,True Story,TV Show,Yes,24-Nov-21,4,40
11/28/21,2,-,Bruised,Movie,Yes,24-Nov-21,4,36
11/28/21,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,11,54
11/28/21,4,1,Red Notice,Movie,Yes,12-Nov-21,16,145
11/28/21,5,6,The Queen of Flow,TV Show,Yes,9-Nov-18,11,63
11/28/21,6,-,A Castle for Christmas,Movie,Yes,26-Nov-21,2,11
11/28/21,7,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,4,14
11/28/21,8,3,Cowboy Bebop,TV Show,Yes,19-Nov-21,9,65
11/28/21,9,10,Squid Game,TV Show,Yes,17-Sep-21,66,495
11/28/21,10,-,School of Chocolate,TV Show,Yes,26-Nov-21,1,1
11/29/21,1,-,True Story,TV Show,Yes,24-Nov-21,5,50
11/29/21,2,-,Bruised,Movie,Yes,24-Nov-21,5,45
11/29/21,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,12,62
11/29/21,4,5,The Queen of Flow,TV Show,Yes,9-Nov-18,12,70
11/29/21,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,3,17
11/29/21,6,1,Red Notice,Movie,Yes,12-Nov-21,17,150
11/29/21,7,2,Cowboy Bebop,TV Show,Yes,19-Nov-21,10,69
11/29/21,8,-,Elves,TV Show,Yes,28-Nov-21,1,3
11/29/21,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,5,16
11/29/21,10,-,School of Chocolate,TV Show,Yes,26-Nov-21,2,2
11/30/21,1,-,True Story,TV Show,Yes,24-Nov-21,6,60
11/30/21,2,-,Selling Sunset,TV Show,Yes,22-Mar-19,13,71
11/30/21,3,5,The Queen of Flow,TV Show,Yes,9-Nov-18,13,78
11/30/21,4,-,Bruised,Movie,Yes,24-Nov-21,6,52
11/30/21,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,4,23
11/30/21,6,-,School of Chocolate,TV Show,Yes,26-Nov-21,3,7
11/30/21,7,1,Cowboy Bebop,TV Show,Yes,19-Nov-21,11,73
11/30/21,8,2,Red Notice,Movie,Yes,12-Nov-21,18,153
11/30/21,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,6,18
11/30/21,10,9,Cocomelon,TV Show,,1-Jun-20,388,1351
12/1/21,1,-,True Story,TV Show,Yes,24-Nov-21,7,70
12/1/21,2,3,The Queen of Flow,TV Show,Yes,9-Nov-18,14,87
12/1/21,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,14,79
12/1/21,4,-,Bruised,Movie,Yes,24-Nov-21,7,59
12/1/21,5,-,School of Chocolate,TV Show,Yes,26-Nov-21,4,13
12/1/21,6,-,A Castle for Christmas,Movie,Yes,26-Nov-21,5,28
12/1/21,7,1,Cowboy Bebop,TV Show,Yes,19-Nov-21,12,77
12/1/21,8,2,Red Notice,Movie,Yes,12-Nov-21,19,156
12/1/21,9,7,Cocomelon,TV Show,,1-Jun-20,389,1353
12/1/21,10,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,7,19
12/2/21,1,-,Lost in Space,TV Show,Yes,13-Apr-18,1,10
12/2/21,2,1,True Story,TV Show,Yes,24-Nov-21,8,79
12/2/21,3,-,The Power of the Dog,Movie,Yes,1-Dec-21,1,8
12/2/21,4,6,The Queen of Flow,TV Show,Yes,9-Nov-18,15,94
12/2/21,5,3,Selling Sunset,TV Show,Yes,22-Mar-19,15,85
12/2/21,6,-,Jojo_____ Bizarre Adventure,TV Show,,8-Mar-19,1,5
12/2/21,7,-,Life,Movie,,1-Dec-21,1,4
12/2/21,8,-,School of Chocolate,TV Show,Yes,26-Nov-21,5,16
12/2/21,9,2,Bruised,Movie,Yes,24-Nov-21,8,61
12/2/21,10,-,A Castle for Christmas,Movie,Yes,26-Nov-21,6,29
12/3/21,1,-,Lost in Space,TV Show,Yes,13-Apr-18,2,20
12/3/21,2,1,True Story,TV Show,Yes,24-Nov-21,9,88
12/3/21,3,-,The Power of the Dog,Movie,Yes,1-Dec-21,2,16
12/3/21,4,7,The Queen of Flow,TV Show,Yes,9-Nov-18,16,101
12/3/21,5,4,Selling Sunset,TV Show,Yes,22-Mar-19,16,91
12/3/21,6,-,Life,Movie,,1-Dec-21,2,9
12/3/21,7,-,Single all the Way,Movie,Yes,2-Dec-21,1,4
12/3/21,8,-,Cocomelon,TV Show,,1-Jun-20,390,1356
12/3/21,9,-,School of Chocolate,TV Show,Yes,26-Nov-21,6,18
12/3/21,10,-,A Castle for Christmas,Movie,Yes,26-Nov-21,7,30
12/4/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,26,155
12/4/21,2,-,Lost in Space,TV Show,Yes,13-Apr-18,3,29
12/4/21,3,-,The Power of the Dog,Movie,Yes,1-Dec-21,3,24
12/4/21,4,1,True Story,TV Show,Yes,24-Nov-21,10,95
12/4/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,25,153
12/4/21,6,6,The Queen of Flow,TV Show,Yes,9-Nov-18,17,106
12/4/21,7,3,Selling Sunset,TV Show,Yes,22-Mar-19,17,95
12/4/21,8,-,Life,Movie,,1-Dec-21,3,12
12/4/21,9,-,Cocomelon,TV Show,,1-Jun-20,391,1358
12/4/21,10,-,Single all the Way,Movie,Yes,2-Dec-21,2,5
12/5/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,27,165
12/5/21,2,-,Lost in Space,TV Show,Yes,13-Apr-18,4,38
12/5/21,3,1,True Story,TV Show,Yes,24-Nov-21,11,103
12/5/21,4,-,The Power of the Dog,Movie,Yes,1-Dec-21,4,31
12/5/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,26,159
12/5/21,6,5,The Queen of Flow,TV Show,Yes,9-Nov-18,18,111
12/5/21,7,-,Life,Movie,,1-Dec-21,4,16
12/5/21,8,-,Single All the Way,Movie,Yes,2-Dec-21,3,8
12/5/21,9,4,Red Notice,Movie,Yes,12-Nov-21,20,158
12/5/21,10,3,Selling Sunset,TV Show,Yes,22-Mar-19,18,96
12/6/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,28,175
12/6/21,2,-,Lost in Space,TV Show,Yes,13-Apr-18,5,47
12/6/21,3,1,True Story,TV Show,Yes,24-Nov-21,12,111
12/6/21,4,4,The Queen of Flow,TV Show,Yes,9-Nov-18,19,118
12/6/21,5,-,The Power of the Dog,Movie,Yes,1-Dec-21,5,37
12/6/21,6,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,27,164
12/6/21,7,-,Single All the Way,Movie,Yes,2-Dec-21,4,12
12/6/21,8,-,Life,Movie,,1-Dec-21,5,19
12/6/21,9,3,Selling Sunset,TV Show,Yes,22-Mar-19,19,98
12/6/21,10,6,Red Notice,Movie,Yes,12-Nov-21,21,159
12/7/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,29,185
12/7/21,2,-,Lost in Space,TV Show,Yes,13-Apr-18,6,56
12/7/21,3,3,The Queen of Flow,TV Show,Yes,9-Nov-18,20,126
12/7/21,4,1,True Story,TV Show,Yes,24-Nov-21,13,118
12/7/21,5,10,Cocomelon,TV Show,,1-Jun-20,392,1364
12/7/21,6,2,Selling Sunset,TV Show,Yes,22-Mar-19,20,103
12/7/21,7,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,28,168
12/7/21,8,-,The Power of the Dog,Movie,Yes,1-Dec-21,6,40
12/7/21,9,-,Life,Movie,,1-Dec-21,6,21
12/7/21,10,-,Single All the Way,Movie,Yes,2-Dec-21,5,13
12/8/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,30,195
12/8/21,2,-,Lost in Space,TV Show,Yes,13-Apr-18,7,65
12/8/21,3,2,The Queen of Flow,TV Show,Yes,9-Nov-18,21,134
12/8/21,4,1,True Story,TV Show,Yes,24-Nov-21,14,125
12/8/21,5,9,Cocomelon,TV Show,,1-Jun-20,393,1370
12/8/21,6,3,Selling Sunset,TV Show,Yes,22-Mar-19,21,108
12/8/21,7,-,The Power of the Dog,Movie,Yes,1-Dec-21,7,44
12/8/21,8,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,29,171
12/8/21,9,-,Life,Movie,,1-Dec-21,7,23
12/8/21,10,-,Ink Master,TV Show,,15-Sep-14,1,1
12/9/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,31,205
12/9/21,2,1,Lost in Space,TV Show,Yes,13-Apr-18,8,74
12/9/21,3,4,The Queen of Flow,TV Show,Yes,9-Nov-18,22,142
12/9/21,4,2,True Story,TV Show,Yes,24-Nov-21,15,132
12/9/21,5,-,Cocomelon,TV Show,,1-Jun-20,394,1376
12/9/21,6,5,Selling Sunset,TV Show,Yes,22-Mar-19,22,113
12/9/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,1,4
12/9/21,8,-,Ink Master,TV Show,,15-Sep-14,2,4
12/9/21,9,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,30,173
12/9/21,10,3,The Power of the Dog,Movie,Yes,1-Dec-21,8,45
12/10/21,1,-,Money Heist,TV Show,Yes,20-Dec-17,32,215
12/10/21,2,1,Lost in Space,TV Show,Yes,13-Apr-18,9,83
12/10/21,3,4,The Queen of Flow,TV Show,Yes,9-Nov-18,23,150
12/10/21,4,-,Peter Rabbit 2,Movie,,9-Dec-21,1,7
12/10/21,5,8,Cocomelon,TV Show,,1-Jun-20,395,1382
12/10/21,6,2,True Story,TV Show,Yes,24-Nov-21,16,137
12/10/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,2,8
12/10/21,8,-,Ink Master,TV Show,,15-Sep-14,3,7
12/10/21,9,5,Selling Sunset,TV Show,Yes,22-Mar-19,23,115
12/10/21,10,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,31,174
12/11/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,1,10
12/11/21,2,2,Lost in Space,TV Show,Yes,13-Apr-18,10,92
12/11/21,3,6,The Queen of Flow,TV Show,Yes,9-Nov-18,24,158
12/11/21,4,1,Money Heist,TV Show,Yes,20-Dec-17,33,222
12/11/21,5,-,Peter Rabbit 2,Movie,,9-Dec-21,2,13
12/11/21,6,9,Cocomelon,TV Show,,1-Jun-20,396,1387
12/11/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,3,12
12/11/21,8,-,Back to the Outback,Movie,Yes,10-Dec-21,1,3
12/11/21,9,4,True Story,TV Show,Yes,24-Nov-21,17,139
12/11/21,10,-,Red Notice,Movie,Yes,12-Nov-21,22,160
12/12/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,2,20
12/12/21,2,-,The Shack,Movie,,10-Dec-21,1,9
12/12/21,3,2,Lost in Space,TV Show,Yes,13-Apr-18,11,100
12/12/21,4,-,Back to the Outback,Movie,Yes,10-Dec-21,2,10
12/12/21,5,1,Money Heist,TV Show,Yes,20-Dec-17,34,228
12/12/21,6,6,The Queen of Flow,TV Show,Yes,9-Nov-18,25,163
12/12/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,4,16
12/12/21,8,-,Peter Rabbit 2,Movie,,9-Dec-21,3,16
12/12/21,9,9,Red Notice,Movie,Yes,12-Nov-21,23,162
12/12/21,10,-,Cocomelon,TV Show,,1-Jun-20,397,1388
12/13/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,3,30
12/13/21,2,-,The Shack,Movie,,10-Dec-21,2,18
12/13/21,3,-,Back to the Outback,Movie,Yes,10-Dec-21,3,18
12/13/21,4,2,Lost in Space,TV Show,Yes,13-Apr-18,12,107
12/13/21,5,4,The Queen of Flow,TV Show,Yes,9-Nov-18,26,169
12/13/21,6,1,Money Heist,TV Show,Yes,20-Dec-17,35,233
12/13/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,5,20
12/13/21,8,-,Peter Rabbit 2,Movie,,9-Dec-21,4,19
12/13/21,9,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,1,2
12/13/21,10,-,The Witcher,TV Show,Yes,20-Dec-19,1,1
12/14/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,4,40
12/14/21,2,-,The Shack,Movie,,10-Dec-21,3,27
12/14/21,3,-,Back to the Outback,Movie,Yes,10-Dec-21,4,26
12/14/21,4,3,The Queen of Flow,TV Show,Yes,9-Nov-18,27,176
12/14/21,5,2,Lost in Space,TV Show,Yes,13-Apr-18,13,113
12/14/21,6,-,The Witcher,TV Show,Yes,20-Dec-19,2,6
12/14/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,6,24
12/14/21,8,1,Money Heist,TV Show,Yes,20-Dec-17,36,236
12/14/21,9,5,Cocomelon,TV Show,,1-Jun-20,398,1390
12/14/21,10,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,2,3
12/15/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,5,50
12/15/21,2,-,The Shack,Movie,,10-Dec-21,4,36
12/15/21,3,-,Back to the Outback,Movie,Yes,10-Dec-21,5,34
12/15/21,4,3,The Queen of Flow,TV Show,Yes,9-Nov-18,28,183
12/15/21,5,-,The Witcher,TV Show,Yes,20-Dec-19,3,12
12/15/21,6,2,Lost in Space,TV Show,Yes,13-Apr-18,14,118
12/15/21,7,-,Law Abiding Citizen,Movie,,16-Dec-18,7,28
12/15/21,8,5,Cocomelon,TV Show,,1-Jun-20,399,1393
12/15/21,9,1,Money Heist,TV Show,Yes,20-Dec-17,37,238
12/15/21,10,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,3,4
12/16/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,6,60
12/16/21,2,-,The Shack,Movie,,10-Dec-21,5,45
12/16/21,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,1,8
12/16/21,4,-,Back to the Outback,Movie,Yes,10-Dec-21,6,41
12/16/21,5,-,The Witcher,TV Show,Yes,20-Dec-19,4,18
12/16/21,6,3,The Queen of Flow,TV Show,Yes,9-Nov-18,29,188
12/16/21,7,2,Lost in Space,TV Show,Yes,13-Apr-18,15,122
12/16/21,8,5,Cocomelon,TV Show,,1-Jun-20,400,1396
12/16/21,9,7,Law Abiding Citizen,Movie,,16-Dec-18,8,30
12/16/21,10,1,Money Heist,TV Show,Yes,20-Dec-17,38,239
12/17/21,1,-,The Unforgivable,Movie,Yes,10-Dec-21,7,70
12/17/21,2,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,1,9
12/17/21,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,2,16
12/17/21,4,-,The Shack,Movie,,10-Dec-21,6,52
12/17/21,5,-,The Witcher,TV Show,Yes,20-Dec-19,5,24
12/17/21,6,-,Back to the Outback,Movie,Yes,10-Dec-21,7,46
12/17/21,7,3,The Queen of Flow,TV Show,Yes,9-Nov-18,30,192
12/17/21,8,5,Cocomelon,TV Show,,1-Jun-20,401,1399
12/17/21,9,2,Lost in Space,TV Show,Yes,13-Apr-18,16,124
12/17/21,10,1,Money Heist,TV Show,Yes,20-Dec-17,39,240
12/18/21,1,-,The Witcher,TV Show,Yes,20-Dec-19,6,34
12/18/21,2,1,The Unforgivable,Movie,Yes,10-Dec-21,8,79
12/18/21,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,3,24
12/18/21,4,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,2,16
12/18/21,5,8,Back to the Outback,Movie,Yes,10-Dec-21,8,52
12/18/21,6,-,The Shack,Movie,,10-Dec-21,7,57
12/18/21,7,3,The Queen of Flow,TV Show,Yes,9-Nov-18,31,196
12/18/21,8,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,4,7
12/18/21,9,6,Cocomelon,TV Show,,1-Jun-20,402,1401
12/18/21,10,2,Lost in Space,TV Show,Yes,13-Apr-18,17,125
12/19/21,1,-,The Witcher,TV Show,Yes,20-Dec-19,7,44
12/19/21,2,1,The Unforgivable,Movie,Yes,10-Dec-21,9,88
12/19/21,3,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,3,24
12/19/21,4,-,Selling Tampa,TV Show,Yes,15-Dec-21,4,31
12/19/21,5,4,Back to the Outback,Movie,Yes,10-Dec-21,9,58
12/19/21,6,2,The Shack,Movie,,10-Dec-21,8,62
12/19/21,7,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,5,11
12/19/21,8,6,The Queen of Flow,TV Show,Yes,9-Nov-18,32,199
12/19/21,9,10,Cocomelon,TV Show,,1-Jun-20,403,1403
12/19/21,10,3,Lost in Space,TV Show,Yes,13-Apr-18,18,126
12/20/21,1,10,The Witcher,TV Show,Yes,20-Dec-19,8,54
12/20/21,2,1,The Unforgivable,Movie,Yes,10-Dec-21,10,97
12/20/21,3,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,4,32
12/20/21,4,3,Back to the Outback,Movie,Yes,10-Dec-21,10,65
12/20/21,5,-,Selling Tampa,TV Show,Yes,15-Dec-21,5,37
12/20/21,6,9,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,6,16
12/20/21,7,2,The Shack,Movie,,10-Dec-21,9,66
12/20/21,8,5,The Queen of Flow,TV Show,Yes,9-Nov-18,33,202
12/20/21,9,-,Cocomelon,TV Show,,1-Jun-20,404,1405
12/20/21,10,4,Lost in Space,TV Show,Yes,13-Apr-18,19,127
12/21/21,1,6,The Witcher,TV Show,Yes,20-Dec-19,9,64
12/21/21,2,1,The Unforgivable,Movie,Yes,10-Dec-21,11,106
12/21/21,3,3,Back to the Outback,Movie,Yes,10-Dec-21,11,73
12/21/21,4,-,Selling Tampa,TV Show,Yes,15-Dec-21,6,44
12/21/21,5,4,The Queen of Flow,TV Show,Yes,9-Nov-18,34,208
12/21/21,6,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,5,37
12/21/21,7,10,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,7,20
12/21/21,8,9,Cocomelon,TV Show,,1-Jun-20,405,1408
12/21/21,9,2,The Shack,Movie,,10-Dec-21,10,68
12/21/21,10,5,Lost in Space,TV Show,Yes,13-Apr-18,20,128
12/22/21,1,5,The Witcher,TV Show,Yes,20-Dec-19,10,74
12/22/21,2,1,The Unforgivable,Movie,Yes,10-Dec-21,12,115
12/22/21,3,3,Back to the Outback,Movie,Yes,10-Dec-21,12,81
12/22/21,4,4,The Queen of Flow,TV Show,Yes,9-Nov-18,35,215
12/22/21,5,-,Selling Tampa,TV Show,Yes,15-Dec-21,7,50
12/22/21,6,8,Cocomelon,TV Show,,1-Jun-20,406,1413
12/22/21,7,10,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,8,24
12/22/21,8,-,Grumpy Christmas,Movie,Yes,21-Dec-21,1,3
12/22/21,9,-,A California Christmas: Cit__,Movie,Yes,16-Dec-21,6,39
12/22/21,10,6,Lost in Space,TV Show,Yes,13-Apr-18,21,129
12/23/21,1,5,The Witcher,TV Show,Yes,20-Dec-19,11,84
12/23/21,2,-,Emily in Paris,TV Show,Yes,2-Oct-20,22,166
12/23/21,3,1,The Unforgivable,Movie,Yes,10-Dec-21,13,123
12/23/21,4,4,Back to the Outback,Movie,Yes,10-Dec-21,13,88
12/23/21,5,6,The Queen of Flow,TV Show,Yes,9-Nov-18,36,221
12/23/21,6,8,Cocomelon,TV Show,,1-Jun-20,407,1418
12/23/21,7,3,Selling Tampa,TV Show,Yes,15-Dec-21,8,54
12/23/21,8,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,9,26
12/23/21,9,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,9,26
12/23/21,10,7,Lost in Space,TV Show,Yes,13-Apr-18,22,130
12/24/21,1,5,The Witcher,TV Show,Yes,20-Dec-19,12,94
12/24/21,2,-,Emily in Paris,TV Show,Yes,2-Oct-20,23,175
12/24/21,3,1,The Unforgivable,Movie,Yes,10-Dec-21,14,131
12/24/21,4,6,Back to the Outback,Movie,Yes,10-Dec-21,14,95
12/24/21,5,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,10,32
12/24/21,6,8,Cocomelon,TV Show,,1-Jun-20,408,1423
12/24/21,7,7,The Queen of Flow,TV Show,Yes,9-Nov-18,37,225
12/24/21,8,-,WWII in Color: Road to Victory,TV Show,Yes,22-Dec-21,1,3
12/24/21,9,3,Selling Tampa,TV Show,Yes,15-Dec-21,9,56
12/24/21,10,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,22,122
12/25/21,1,-,Don_____ Look Up,Movie,Yes,24-Dec-21,1,10
12/25/21,2,1,The Witcher,TV Show,Yes,20-Dec-19,13,103
12/25/21,3,-,Emily in Paris,TV Show,Yes,2-Oct-20,24,183
12/25/21,4,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,11,39
12/25/21,5,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,23,128
12/25/21,6,2,The Unforgivable,Movie,Yes,10-Dec-21,15,136
12/25/21,7,5,Back to the Outback,Movie,Yes,10-Dec-21,15,99
12/25/21,8,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,8,22
12/25/21,9,9,Cocomelon,TV Show,,1-Jun-20,409,1425
12/25/21,10,-,White Christmas,Movie,,15-Nov-20,1,1
12/26/21,1,-,Don_____ Look Up,Movie,Yes,24-Dec-21,2,20
12/26/21,2,1,The Witcher,TV Show,Yes,20-Dec-19,14,112
12/26/21,3,-,Emily in Paris,TV Show,Yes,2-Oct-20,25,191
12/26/21,4,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,12,46
12/26/21,5,2,The Unforgivable,Movie,Yes,10-Dec-21,16,142
12/26/21,6,-,The Silent Sea,TV Show,Yes,24-Dec-21,1,5
12/26/21,7,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,24,132
12/26/21,8,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,9,25
12/26/21,9,8,The Queen of Flow,TV Show,Yes,9-Nov-18,38,227
12/26/21,10,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,1,1
12/27/21,1,-,Don_____ Look Up,Movie,Yes,24-Dec-21,3,30
12/27/21,2,1,The Witcher,TV Show,Yes,20-Dec-19,15,121
12/27/21,3,-,Emily in Paris,TV Show,Yes,2-Oct-20,26,199
12/27/21,4,-,The Silent Sea,TV Show,Yes,24-Dec-21,2,12
12/27/21,5,2,The Unforgivable,Movie,Yes,10-Dec-21,17,148
12/27/21,6,8,The Queen of Flow,TV Show,Yes,9-Nov-18,39,232
12/27/21,7,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,2,5
12/27/21,8,4,Back to the Outback,Movie,Yes,10-Dec-21,16,102
12/27/21,9,9,Cocomelon,TV Show,,1-Jun-20,410,1427
12/27/21,10,-,WWII in Color: Road to Victory,TV Show,Yes,22-Dec-21,2,4
12/28/21,1,-,Don_____ Look Up,Movie,Yes,24-Dec-21,4,40
12/28/21,2,1,The Witcher,TV Show,Yes,20-Dec-19,16,130
12/28/21,3,-,Emily in Paris,TV Show,Yes,2-Oct-20,27,207
12/28/21,4,-,The Silent Sea,TV Show,Yes,24-Dec-21,3,19
12/28/21,5,2,The Unforgivable,Movie,Yes,10-Dec-21,18,154
12/28/21,6,5,The Queen of Flow,TV Show,Yes,9-Nov-18,40,237
12/28/21,7,-,Death to 2021,Movie,Yes,27-Dec-21,1,4
12/28/21,8,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,3,8
